Animal ID,Name,Outcome Type,Breed,Color,Year of Birth,Altered,Sex
A767533,Seamus,Adoption,Australian Kelpie Mix,Chocolate/Tan,2015,Altered,Male
A766214,Bambi,Adoption,Chihuahua Shorthair Mix,Tan,2000,Altered,Female
A698114,Dude,Return to Owner,Chihuahua Shorthair Mix,Liver/Tan,2005,Intact,Male
A769283,Bluebonnet,Transfer,German Shepherd Mix,Black/Brown,2017,Altered,Female
A748823,Paloma,Adoption,Labrador Retriever Mix,White,2017,Altered,Female
A709432,*Viola,Transfer,Border Collie Mix,Black/White,2014,Altered,Female
A774698,Moonpie,Adoption,Labrador Retriever Mix,Black/White,2018,Altered,Female
A664228,Kaya,Return to Owner,Pit Bull Mix,Brown Brindle/White,2012,Altered,Female
A665595,Terrance,Return to Owner,Chihuahua Shorthair,Tricolor,2013,Altered,Male
A725420,Lexy,Return to Owner,Labrador Retriever Mix,Black,2015,Altered,Female
A692600,Diamond,Return to Owner,Dalmatian Mix,White/Black,2013,Altered,Female
A586186,Arthur,Return to Owner,Pit Bull,White,2008,Altered,Male
A746413,Django,Return to Owner,Australian Cattle Dog Mix,Black/Gray,2006,Altered,Male
A758740,Sunflower,Return to Owner,Pit Bull Mix,White,2014,Altered,Female
A782345,Albert,Adoption,Chihuahua Longhair Mix,Red/White,2017,Altered,Male
A704257,Kiara,Adoption,Chihuahua Shorthair Mix,Tan/White,2014,Intact,Female
A747563,*Chandler,Adoption,Pit Bull Mix,White/Tan,2015,Altered,Male
A689103,Sadie,Transfer,Chihuahua Longhair Mix,Orange/Tan,2013,Altered,Female
A707795,*Mona,Transfer,Labrador Retriever/Pit Bull,Black/White,2014,Altered,Female
A752354,*Butters,Adoption,Nova Scotia Duck Tolling Retriever Mix,Brown,2016,Altered,Male
A774220,Ice,Adoption,Pit Bull Mix,Blue/White,2015,Altered,Female
A700336,Fluffy,Transfer,Chihuahua Longhair Mix,Tricolor,2008,Altered,Female
A724424,*Jasmine,Adoption,Pit Bull Mix,Yellow,2015,Altered,Female
A734807,Luna,Adoption,Labrador Retriever/Dachshund,Black/White,2016,Altered,Female
A698830,Puppy,Return to Owner,Yorkshire Terrier/Cairn Terrier,Black/Tan,2014,Altered,Male
A675117,*Boogie,Adoption,Boxer,Red/Black,2011,Altered,Male
A668648,Snoopy,Return to Owner,Great Pyrenees Mix,White,2013,Altered,Male
A735041,*Puppy Luv,Transfer,Labrador Retriever Mix,Black,2016,Altered,Male
A670723,Pequena,Return to Owner,Chihuahua Shorthair Mix,Tan,2011,Altered,Female
A774390,,Transfer,Australian Shepherd Mix,White,2018,Intact,Male
A754263,Princess,Rto-Adopt,Siberian Husky/American Pit Bull Terrier,Blue/White,2014,Altered,Female
A683777,Maddie,Transfer,Dachshund Mix,Black/Brown,2004,Altered,Female
A733964,Niko,Return to Owner,German Shepherd Mix,Black/Brown,2014,Intact,Male
A707904,Loomi,Adoption,Rat Terrier Mix,Black/Brown,2014,Altered,Female
A755735,Baby,Return to Owner,Australian Cattle Dog,Blue Merle,2013,Altered,Female
A760657,Travis,Return to Owner,English Springer Spaniel Mix,Black/White,2015,Altered,Male
A677413,Kc,Return to Owner,Pug Mix,Sable,2006,Altered,Male
A767314,*Buster,Transfer,Chihuahua Shorthair,Brown Brindle,2003,Altered,Male
A675919,Pedro,Return to Owner,Chihuahua Shorthair Mix,Black/Tan,2005,Altered,Male
A671204,Precious,Return to Owner,Chihuahua Shorthair/Dachshund,Red/White,2002,Altered,Female
A731456,Livia,Adoption,Rottweiler Mix,Black/Brown,2008,Altered,Female
A701155,,Adoption,Dachshund/Manchester Terrier,Brown/White,2015,Altered,Male
A682573,Harley Quinn,Adoption,German Wirehaired Pointer Mix,Black/White,2013,Altered,Female
A744234,,Adoption,Chihuahua Shorthair Mix,Red/White,2015,Altered,Female
A668527,*Guapo,Adoption,Chihuahua Shorthair Mix,White/Brown,2013,Altered,Male
A717292,*Tensley,Adoption,Pit Bull Mix,Brown Brindle,2014,Altered,Female
A679881,*Thurgood,Adoption,Australian Shepherd Mix,Black/Brown,2010,Altered,Male
A737210,Nike,Transfer,Beagle Mix,Tricolor,2006,Altered,Male
A714790,Kane,Return to Owner,Boxer Mix,Brown/White,2014,Intact,Male
A711175,*Wylie,Adoption,Chihuahua Shorthair Mix,White/Red,2014,Altered,Male
A681512,*Jasper,Adoption,Chihuahua Shorthair Mix,Tan,2013,Altered,Male
A687313,Westin,Adoption,Chihuahua Shorthair Mix,Tan/White,2014,Altered,Male
A760652,Chunky,Return to Owner,Labrador Retriever/German Shepherd,Tricolor,2014,Altered,Male
A773957,Bear,Return to Owner,Boxer Mix,Brown/Black,2017,Intact,Male
A682941,Capitan,Adoption,Boxer,Tan/White,2012,Altered,Male
A762001,*Spruce,Adoption,Catahoula Mix,Brown Merle/White,2015,Altered,Male
A761581,Lola,Transfer,Yorkshire Terrier Mix,Brown/Black,2004,Intact,Female
A742920,,Adoption,Labrador Retriever Mix,Black/White,2016,Altered,Male
A764482,Reno,Transfer,Chihuahua Longhair/Yorkshire Terrier,White,2017,Intact,Male
A738298,,Transfer,Shih Tzu Mix,White/Black,2014,Intact,Female
A739582,*Colorado,Adoption,Australian Cattle Dog Mix,White/Red,2011,Altered,Male
A696590,Pepper,Return to Owner,Pit Bull Mix,Black/White,2010,Intact,Male
A729384,Minnie,Adoption,Staffordshire Mix,Blue/Brown,2014,Altered,Female
A667748,Ohana,Adoption,German Shepherd Mix,Sable,2009,Altered,Female
A768353,Sona,Adoption,Norwich Terrier Mix,Tan/Black,2016,Altered,Female
A746760,,Adoption,German Shepherd Mix,Black/Brown,2017,Altered,Female
A703229,Cupcake,Return to Owner,Pit Bull Mix,Brown Brindle/White,2014,Altered,Female
A635117,Honey,Return to Owner,American Bulldog Mix,Tan/Tricolor,2007,Intact,Female
A707338,*Happy,Adoption,Labrador Retriever/Pit Bull,Black,2013,Altered,Female
A705652,Modelo,Adoption,Labrador Retriever Mix,Black,2014,Intact,Male
A770065,Diamond,Adoption,Chihuahua Shorthair Mix,Black/Tricolor,2016,Altered,Male
A754799,Harley,Transfer,Labrador Retriever Mix,Brown/White,2017,Altered,Male
A711125,*Marco,Transfer,Catahoula Mix,Black Brindle/White,2015,Altered,Male
A742585,Salem,Adoption,Labrador Retriever Mix,Black/Tan,2016,Altered,Female
A744509,,Adoption,Dachshund Mix,White/Black,2016,Altered,Female
A713480,Oscar,Return to Owner,Chihuahua Shorthair Mix,Tan,2013,Altered,Male
A661068,Beanie,Transfer,Rat Terrier Mix,Tricolor,2006,Altered,Male
A668224,Bear,Return to Owner,Cardigan Welsh Corgi/Beagle,Brown Brindle/White,2010,Altered,Male
A772919,,Adoption,Siberian Husky Mix,White/Black,2016,Altered,Male
A764595,Sofi,Return to Owner,Rat Terrier Mix,Brown/White,2013,Altered,Female
A575180,Blue,Return to Owner,Pit Bull Mix,White/Black,2011,Altered,Male
A630918,Pepper,Adoption,Great Pyrenees Mix,White/Brown,2012,Altered,Female
A758186,Oso,Return to Owner,Chihuahua Shorthair Mix,Black,2016,Altered,Male
A751780,,Adoption,Miniature Pinscher Mix,Black/Tan,2017,Altered,Male
A681418,Julia,Adoption,Anatol Shepherd Mix,Sable/Black,2014,Altered,Female
A715762,Grimm,Return to Owner,Border Collie Mix,Black/White,2014,Altered,Male
A787071,Cynthia,Transfer,Miniature Schnauzer/Miniature Poodle,White/Black,2014,Altered,Female
A707400,Chiquis,Return to Owner,Chihuahua Shorthair Mix,Brown/White,2007,Altered,Female
A761991,Bear,Return to Owner,Labrador Retriever Mix,Black,2016,Altered,Male
A721820,Beauty,Return to Owner,Pit Bull Mix,White/Blue,2012,Altered,Female
A676725,,Transfer,Anatol Shepherd Mix,Cream/Black,2013,Intact,Female
A743283,Nala,Adoption,German Shepherd Mix,Brown/White,2015,Altered,Female
A639534,Duchess,Return to Owner,Border Collie/Labrador Retriever,Black/White,2010,Altered,Female
A666528,Holiday,Transfer,Cairn Terrier Mix,Brown,2013,Altered,Female
A685673,Maya,Return to Owner,Rhod Ridgeback Mix,Tan,2007,Altered,Female
A709228,*Willie,Adoption,Australian Cattle Dog/German Shepherd,Tricolor,2014,Altered,Male
A766580,Daphne,Adoption,Labrador Retriever Mix,Tan/White,2016,Altered,Female
A750854,*Bruno,Adoption,Great Pyrenees/American Bulldog,White/Black,2017,Altered,Male
A713910,Lambeau,Return to Owner,Labrador Retriever Mix,Chocolate,2011,Altered,Male
A683354,,Euthanasia,Boxer/Labrador Retriever,Brown,2011,Intact,Male
A688348,Shaft,Adoption,Miniature Poodle Mix,White,2009,Altered,Male
A689441,*Amelia,Transfer,Doberman Pinsch Mix,Tricolor,2014,Altered,Female
A700817,*Montie,Transfer,Pit Bull Mix,White/Brown,2013,Altered,Male
A767102,Zeus,Adoption,German Shepherd Mix,Tan/Black,2017,Altered,Male
A670657,*Gretel,Adoption,Queensland Heeler Mix,Black/White,2013,Altered,Female
A694880,*Sallie,Adoption,Labrador Retriever/Siberian Husky,Brown/White,2012,Altered,Female
A779728,,Transfer,Dachshund Mix,Red/White,2018,Intact,Female
A779973,Toby,Return to Owner,Cairn Terrier Mix,Black/White,2018,Intact,Male
A782711,Casper,Return to Owner,Pit Bull Mix,Black/White,2018,Altered,Male
A716400,Calliope,Transfer,Yorkshire Terrier Mix,Black/Tan,2014,Intact,Female
A697759,,Died,Chihuahua Shorthair Mix,Black/White,2014,Intact,Female
A783719,*Elmer,Transfer,Great Pyrenees/Catahoula,White/Brown,2018,Intact,Male
A719794,Rocky,Return to Owner,Boxer Mix,Red,2015,Altered,Male
A723688,Ralph,Adoption,German Shepherd Mix,Brown/Black,2015,Altered,Male
A764781,Saige G,Adoption,Staffordshire Mix,Black/White,2017,Altered,Female
A698937,Lily,Return to Owner,Labrador Retriever Mix,Brown Brindle/White,2011,Altered,Female
A703840,Bean,Adoption,Chihuahua Shorthair Mix,Brown/White,2013,Altered,Male
A668904,Buddy,Return to Owner,American Staffordshire Terrier Mix,White/Tan,2012,Altered,Male
A726568,Zoe,Return to Owner,Wire Hair Fox Terrier Mix,White/Tan,2013,Altered,Female
A466156,Jamaine,Return to Owner,Boxer Mix,Brown/White,2006,Altered,Male
A782184,Frida,Transfer,Miniature Schnauzer Mix,Black/Tricolor,2018,Altered,Female
A741718,*Cheyenne,Adoption,Plott Hound Mix,Brown Brindle,2014,Altered,Female
A709631,Minestrone,Adoption,Australian Kelpie,Tricolor,2013,Altered,Female
A718616,*Jensie,Adoption,Labrador Retriever Mix,Gold,2015,Altered,Male
A779161,*Finn,Adoption,American Bulldog Mix,White/Brown Brindle,2018,Altered,Male
A777219,,Transfer,Great Pyrenees Mix,White/Tan,2017,Intact,Male
A663299,Jedi,Euthanasia,Pit Bull Mix,Brown Brindle/White,2009,Altered,Male
A725708,Dexter,Return to Owner,Labrador Retriever Mix,White,2016,Altered,Male
A730231,,Adoption,Australian Shepherd Mix,Black,2016,Altered,Male
A695140,Milli,Return to Owner,Siberian Husky Mix,Black/White,2013,Altered,Female
A696023,Loosey,Adoption,Pit Bull Mix,Tricolor,2014,Altered,Female
A757434,Spyke,Return to Owner,Labrador Retriever Mix,Gold/White,2015,Altered,Male
A705007,Scout,Adoption,Labrador Retriever Mix,Black,2013,Altered,Female
A673740,Fluffy,Transfer,Pug Mix,Brown/White,2013,Altered,Male
A558397,El Panteras,Transfer,Labrador Retriever Mix,Black,2005,Intact,Male
A627376,Major,Adoption,American Staffordshire Terrier,Brown/White,2009,Altered,Male
A784129,Lyala,Return to Owner,Labrador Retriever Mix,Black/White,2017,Altered,Female
A775543,Junior,Adoption,Bruss Griffon Mix,White,2011,Altered,Male
A702140,*Barkley,Transfer,Labrador Retriever Mix,Black/White,2013,Altered,Male
A704735,*Topper,Transfer,Labrador Retriever/German Shepherd,Brown,2015,Intact,Male
A768467,*Torr,Adoption,Pit Bull Mix,Black/White,2017,Altered,Male
A739364,Ghiradelli,Transfer,German Shepherd,Tan/Black,2016,Altered,Male
A748176,Stitch,Return to Owner,Chihuahua Shorthair Mix,Brown,2005,Intact,Male
A760626,,Adoption,Labrador Retriever Mix,Black,2015,Altered,Female
A737663,Victor,Return to Owner,Chihuahua Shorthair Mix,Black/Brown,2013,Intact,Male
A722325,Bella,Return to Owner,Labrador Retriever Mix,Black,2015,Altered,Female
A777814,Honey,Adoption,Staffordshire Mix,Brown/White,2016,Altered,Female
A750356,,Adoption,Dachshund Mix,Brown Merle/White,2015,Altered,Female
A609952,June,Return to Owner,Labrador Retriever Mix,Black,2010,Altered,Female
A735467,Ol'Roy,Transfer,Pug Mix,Brown,2016,Intact,Male
A717051,Maverick,Adoption,Pit Bull Mix,Fawn,2014,Altered,Male
A693967,*Betty,Adoption,Chihuahua Shorthair Mix,White/Brown,2006,Altered,Female
A750370,Winnie,Return to Owner,Labrador Retriever Mix,Chocolate/Tan,2010,Altered,Female
A656022,Bubba,Return to Owner,Pit Bull,Brown/White,2002,Altered,Male
A697486,Franklin,Transfer,Pug Mix,Tan/Black,2013,Altered,Male
A723124,Arrow,Return to Owner,Rat Terrier Mix,Black/Tan,2006,Intact,Female
A716404,*Sam,Transfer,Border Terrier Mix,Brown Brindle,2015,Intact,Male
A683676,Ziggy,Adoption,Chihuahua Shorthair Mix,Black/White,2012,Altered,Male
A703982,Ivy,Adoption,Staffordshire Mix,Brown/White,2013,Altered,Female
A673762,Daisy,Return to Owner,Dachshund Mix,Black/Tan,2012,Altered,Female
A663422,Sparky Rex,Return to Owner,German Shepherd/Rottweiler,Chocolate/Tan,2011,Altered,Male
A672555,Roxie,Adoption,Border Collie/Labrador Retriever,Black,2013,Altered,Female
A755274,Titan,Adoption,Basset Hound Mix,Brown/White,2016,Altered,Male
A745063,*Flame,Adoption,Black Mouth Cur Mix,Tan/Black,2016,Altered,Male
A665162,Diamond,Return to Owner,Pit Bull Mix,Blue/White,2013,Altered,Female
A737256,Chocolate,Transfer,Labrador Retriever Mix,Chocolate,2015,Intact,Male
A664118,Lola,Adoption,Australian Cattle Dog Mix,Red Tick/White,2013,Altered,Female
A750703,,Adoption,Pit Bull Mix,Brown Brindle,2017,Altered,Female
A759488,Tobby,Return to Owner,Shih Tzu Mix,White/Buff,2016,Intact,Male
A737950,,Adoption,Labrador Retriever Mix,Black/White,2016,Altered,Female
A769098,Dream,Transfer,German Shepherd,Black/Brown,2017,Intact,Male
A693324,Luigi,Adoption,Basset Hound,Brown/White,2007,Altered,Male
A738623,*Mattie,Adoption,Australian Cattle Dog Mix,Black/Brown,2006,Altered,Female
A674101,*Percy,Transfer,Beagle Mix,Tricolor,2012,Altered,Male
A787197,Queenie,Transfer,German Shepherd Mix,Tan/Black,2004,Intact,Female
A483604,Gracie,Return to Owner,Pit Bull Mix,Brown Brindle/White,2007,Altered,Female
A785967,Magnolia,Return to Owner,Plott Hound Mix,Brown Brindle,2016,Altered,Female
A781567,Arya,Adoption,Miniature Schnauzer/Yorkshire Terrier,Tan,2017,Altered,Female
A714623,Riggins,Return to Owner,Bearded Collie Mix,Buff,2010,Altered,Male
A684076,*Rocky,Adoption,German Shepherd,Black/Tan,2007,Altered,Male
A755187,Leo,Adoption,Pit Bull Mix,Brown/Red,2012,Altered,Male
A746058,*Stella,Adoption,Boxer Mix,Black/White,2016,Altered,Female
A771027,Koda,Transfer,Labrador Retriever Mix,Black/White,2017,Altered,Male
A758870,Korra,Adoption,Labrador Retriever Mix,Black/White,2017,Altered,Female
A752188,Tita,Adoption,Chihuahua Shorthair Mix,Cream/White,2012,Altered,Female
A724999,Daisy,Adoption,Boxer/Chinese Sharpei,White/Brown,2013,Altered,Female
A378348,Frijolito,Adoption,German Shepherd Mix,Black/Brown,2004,Altered,Male
A691303,Blue,Transfer,Pit Bull Mix,Blue/White,2014,Altered,Female
A694136,Hershey,Return to Owner,Cocker Spaniel Mix,Chocolate,2009,Altered,Male
A681814,June Bug,Adoption,Catahoula/Australian Shepherd,Tan/White,2010,Altered,Female
A645246,Tyson,Euthanasia,Mastiff Mix,Blue/White,2011,Intact,Male
A667881,Cooper,Adoption,Dachshund/Miniature Pinscher,Black/Tan,2012,Altered,Male
A723579,*Charming,Adoption,Miniature Schnauzer Mix,Black/Tan,2015,Altered,Male
A569290,Madeline,Return to Owner,German Shepherd Mix,Tricolor,2010,Altered,Female
A780984,Molly,Return to Owner,Yorkshire Terrier/Chihuahua Longhair,Gold/Silver,2016,Altered,Female
A720942,*Bunny,Adoption,Staffordshire Mix,White,2015,Altered,Female
A716409,*Mia,Adoption,Golden Retriever/Finnish Spitz,Buff,2009,Altered,Female
A735687,*Madison,Adoption,Belgian Malinois Mix,Brown/Black,2015,Altered,Female
A786272,Tigre,Return to Owner,Pit Bull/Labrador Retriever,Brown Brindle/White,2017,Intact,Male
A767433,King,Return to Owner,Pit Bull Mix,Brown/White,2005,Intact,Male
A781807,,Adoption,Black/Tan Hound Mix,Black/Tan,2018,Altered,Female
A741770,*Mona,Adoption,Chihuahua Longhair Mix,White/Brown,2016,Altered,Female
A779298,,Adoption,Chihuahua Longhair Mix,Black/Brown,2017,Altered,Male
A763346,,Transfer,Australian Shepherd Mix,Tan/White,2017,Intact,Female
A681884,Winnie,Adoption,Chihuahua Shorthair Mix,Tan/White,2013,Altered,Female
A746516,Addie,Transfer,Maltese Mix,White,2016,Intact,Female
A724857,Chico,Euthanasia,German Shepherd Mix,Black/Brown,2012,Intact,Male
A680808,Ernest,Adoption,Black Mouth Cur Mix,Brown,2014,Altered,Male
A684222,Brownie,Return to Owner,Pit Bull Mix,Brown/White,2011,Intact,Male
A715069,Hazel,Return to Owner,Pit Bull Mix,Chocolate/White,2015,Intact,Female
A742951,Hallie,Transfer,Rhod Ridgeback Mix,Red/White,2009,Altered,Female
A677911,Tiny,Return to Owner,Pit Bull Mix,Black/White,2013,Altered,Female
A742943,,Adoption,Miniature Poodle Mix,White,2015,Altered,Male
A665123,*Adele,Adoption,Redbone Hound,Red/White,2008,Altered,Female
A698220,Chikita,Euthanasia,Pit Bull Mix,White/Tan,2013,Altered,Female
A719125,Sasha,Adoption,Miniature Schnauzer Mix,Tricolor,2014,Altered,Female
A761994,Juno,Transfer,Shetland Sheepdog Mix,Tricolor,2017,Altered,Female
A760228,Effie,Return to Owner,Labrador Retriever Mix,Black,2017,Altered,Female
A614972,Oso,Adoption,Australian Cattle Dog Mix,Brown Brindle,2005,Altered,Male
A663134,Lobo,Adoption,Queensland Heeler Mix,Blue Merle,2012,Altered,Male
A744276,Alex,Transfer,American Staffordshire Terrier Mix,Black/White,2016,Altered,Male
A761107,Jade,Adoption,Labrador Retriever/Siberian Husky,Cream,2015,Altered,Female
A757381,Gorda,Return to Owner,Miniature Schnauzer/Dachshund Wirehair,Cream,2017,Altered,Female
A721368,Delilah,Return to Owner,Labrador Retriever Mix,Black/White,2011,Altered,Female
A721005,,Adoption,Labrador Retriever Mix,Black,2015,Altered,Female
A760823,Shaggy,Adoption,Cairn Terrier/Yorkshire Terrier,White/Gray,2014,Altered,Male
A749755,Nelson,Adoption,Beagle Mix,White/Brown,2015,Altered,Male
A773859,*Alfonso,Adoption,American Bulldog Mix,Brown Brindle/White,2017,Altered,Male
A705023,*Teena,Transfer,Chihuahua Shorthair Mix,White/Brown,2014,Intact,Female
A724359,*Hercules,Adoption,Feist/Beagle,Black/Brown,2015,Altered,Male
A754898,Isabelle,Transfer,Labrador Retriever Mix,Tan/White,2010,Altered,Female
A763543,Friday,Adoption,Chihuahua Shorthair Mix,Brown/White,2013,Altered,Female
A754230,Rocco,Transfer,Pit Bull Mix,Fawn/White,2016,Altered,Male
A747898,Winston,Adoption,Chihuahua Shorthair/Italian Greyhound,Red/White,2016,Altered,Male
A735601,Olivia,Return to Owner,Labrador Retriever Mix,Black,2015,Altered,Female
A757951,*Charlie,Transfer,Labrador Retriever Mix,Red/Brown,2011,Altered,Male
A747546,Honey,Return to Owner,Labrador Retriever Mix,Yellow,2010,Altered,Female
A668098,*Colonel,Transfer,Pit Bull Mix,Blue/White,2011,Altered,Male
A611960,Tiger,Return to Owner,Cardigan Welsh Corgi,Brown Brindle,2011,Altered,Male
A737963,,Transfer,Pit Bull Mix,White/Gray,2016,Intact,Female
A723817,Atticus,Adoption,Schnauzer Giant Mix,Brown/Gray,2014,Altered,Male
A755456,Gorda,Transfer,Rat Terrier Mix,Tricolor,2014,Altered,Female
A710760,Stella,Adoption,Miniature Poodle Mix,Black,2011,Altered,Female
A679536,Lucky,Transfer,Chihuahua Shorthair Mix,Brown,2012,Altered,Male
A691616,,Adoption,Labrador Retriever/Flat Coat Retriever,Black/White,2014,Altered,Male
A735181,Princess,Return to Owner,Toy Poodle Mix,White,2012,Altered,Female
A782052,Rizzo,Adoption,German Shepherd Mix,Brown/Black,2018,Altered,Male
A670061,Koda,Adoption,Chow Chow Mix,Red,2012,Altered,Male
A695301,Jax,Return to Owner,Chihuahua Shorthair Mix,Black/Tan,2008,Altered,Male
A777810,Lucky,Return to Owner,Australian Kelpie Mix,Brown/Tan,2013,Altered,Male
A779004,Nike,Return to Owner,Border Collie Mix,Black/White,2018,Altered,Male
A637245,Wes,Adoption,Labrador Retriever Mix,Tan/Black,2012,Altered,Male
A782234,Snowman,Return to Owner,Pit Bull Mix,Brown/White,2017,Intact,Male
A775184,,Return to Owner,Pit Bull Mix,Black/White,2015,Altered,Male
A649685,Rusty,Adoption,Chihuahua Shorthair Mix,Brown,2010,Altered,Male
A705813,Lucky,Transfer,Chihuahua Shorthair Mix,Tan,2007,Altered,Male
A698361,Scooter,Adoption,Chihuahua Shorthair Mix,Black,2003,Altered,Male
A685965,Odie,Return to Owner,Beagle Mix,Tricolor,2011,Altered,Male
A735548,Rambo,Return to Owner,Pit Bull Mix,Blue/White,2016,Intact,Male
A761087,*Sadie,Adoption,Staffordshire Mix,Chocolate/White,2017,Altered,Female
A781836,Koda,Adoption,Lhasa Apso/Miniature Poodle,Black,2016,Altered,Male
