Animal ID,Outcome Type,Breed,Color,Altered,Sex,HasName,AgeRange,MixedBreed,MixedColor,StrayHold
A680951,Adoption,Labrador Retriever,Rare,Altered,Male,1,Adult,1,0,0
A669424,Adoption,Pit Bull,White,Altered,Female,1,Adult,1,1,0
A721869,Adoption,Australian Cattle Dog,Tan,Altered,Female,1,Young,1,1,0
A766127,Adoption,German Shepherd,Brown,Intact,Female,1,Young,1,1,0
A786086,Adoption,Rare,Black,Unknown,Unknown,0,Young,0,1,0
A669131,Adoption,Labrador Retriever,Black,Altered,Male,1,Adult,1,1,0
A681193,Transfer,Labrador Retriever,Black,Intact,Female,0,Adult,1,1,0
A706243,Transfer,Rare,Rare,Altered,Male,1,Senior,1,1,0
A604785,Adoption,Rare,Brown,Altered,Male,1,Senior,1,0,0
A697470,Return to Owner,Chihuahua Shorthair,White,Altered,Male,0,Adult,1,1,0
A784725,Adoption,German Shepherd,Black,Intact,Female,0,Young,1,1,0
A678240,Transfer,Australian Cattle Dog,Tan,Intact,Female,0,Adult,0,1,0
A743406,Return to Owner,Rare,Black,Altered,Female,0,Adult,1,1,0
A748849,Return to Owner,Chihuahua Shorthair,Tan,Intact,Female,1,Young,1,1,0
A719715,Adoption,Rare,Brown,Altered,Male,1,Young,1,1,0
A739212,Adoption,Rare,Brown,Altered,Female,1,Young,1,1,0
A694812,Return to Owner,Rare,Black,Altered,Female,1,Adult,1,0,0
A578738,Died,Pit Bull,White,Altered,Male,1,Adult,0,1,0
A763052,Return to Owner,Pit Bull,White,Intact,Female,1,Young,1,1,0
A713730,Transfer,Chihuahua Shorthair,Rare,Intact,Female,1,Adult,1,1,0
A783292,Transfer,German Shepherd,Brown,Intact,Female,1,Young,1,1,1
A772702,Adoption,German Shepherd,Brown,Intact,Female,1,Young,1,1,0
A699266,Died,Rare,Brown,Unknown,Unknown,0,Young,1,0,0
A738002,Adoption,Rare,Brown,Altered,Male,1,Adult,1,0,1
A742725,Transfer,Rare,Rare,Altered,Male,0,Young,1,1,0
A697908,Adoption,Rare,Rare,Altered,Female,0,Adult,1,0,0
A781437,Transfer,Labrador Retriever,Black,Altered,Male,1,Young,1,1,0
A689959,Return to Owner,Rare,Rare,Altered,Female,1,Adult,1,1,0
A683929,Transfer,Rare,Tan,Intact,Male,1,Adult,0,1,0
A715663,Adoption,Rare,Brown,Altered,Female,1,Adult,1,0,0
A680575,Adoption,Chihuahua Shorthair,Black,Intact,Female,1,Senior,0,1,0
A704748,Return to Owner,Rare,Brown,Intact,Female,0,Adult,1,0,0
A739010,Adoption,Chihuahua Shorthair,Black,Altered,Female,1,Young,1,1,1
A688557,Adoption,German Shepherd,Brown,Altered,Female,1,Adult,1,1,0
A748111,Adoption,Rare,White,Altered,Female,1,Young,1,1,1
A732428,Return to Owner,Rare,Black,Intact,Male,1,Adult,1,1,0
A744167,Return to Owner,Pit Bull,Tan,Intact,Male,1,Young,0,0,0
A757128,Return to Owner,Chihuahua Shorthair,Black,Altered,Male,1,Young,1,1,0
A704174,Return to Owner,Australian Cattle Dog,Rare,Altered,Female,1,Adult,0,1,0
A688194,Transfer,Labrador Retriever,Black,Altered,Female,1,Adult,1,1,0
A745243,Return to Owner,Rare,Rare,Intact,Female,1,Senior,1,1,0
A745946,Adoption,Chihuahua Shorthair,White,Altered,Male,1,Senior,0,1,1
A639730,Transfer,Rare,Brown,Altered,Male,1,Senior,1,1,0
A780959,Transfer,Pit Bull,Blue,Intact,Female,1,Young,1,0,1
A649745,Return to Owner,Rare,Tricolor,Altered,Male,1,Adult,1,0,0
A733186,Adoption,Chihuahua Shorthair,Black,Altered,Female,1,Young,1,1,0
A667458,Adoption,Pit Bull,Tan,Altered,Male,1,Adult,1,1,0
A727723,Return to Owner,Rare,Tan,Altered,Male,1,Young,1,1,0
A726470,Died,Rare,Rare,Intact,Female,1,Young,1,1,1
A756435,Return to Owner,Rare,Brown,Intact,Female,1,Young,1,1,0
A695833,Transfer,Rare,White,Intact,Male,1,Adult,1,0,0
A648630,Adoption,Rare,White,Altered,Male,1,Adult,1,1,1
A746809,Return to Owner,Chihuahua Shorthair,White,Intact,Female,1,Young,1,0,0
A368930,Transfer,Rare,Brown Brindle,Altered,Female,0,Senior,0,1,0
A746135,Return to Owner,Rare,White,Altered,Male,1,Adult,0,0,0
A673548,Return to Owner,Rare,Brown,Altered,Male,1,Adult,1,0,0
A694616,Adoption,Rare,White,Altered,Male,1,Senior,1,1,0
A682709,Return to Owner,Rare,White,Altered,Male,1,Adult,1,1,0
A634845,Adoption,Pit Bull,Brown Brindle,Altered,Male,1,Adult,1,1,0
A743158,Adoption,Labrador Retriever,Red,Altered,Female,1,Young,1,1,0
A748062,Adoption,Pit Bull,Black,Altered,Female,1,Adult,1,1,1
A749661,Adoption,Rare,White,Altered,Male,1,Young,1,1,0
A668600,Return to Owner,Rare,Rare,Altered,Male,1,Senior,1,1,0
A738869,Adoption,Rare,Black,Altered,Female,1,Young,1,1,0
A760032,Transfer,Rare,Black,Intact,Female,1,Adult,1,1,0
A720585,Adoption,Rare,Red,Altered,Male,1,Adult,1,0,0
A763969,Adoption,Chihuahua Shorthair,Black,Altered,Male,1,Young,1,1,0
A721225,Return to Owner,Rare,White,Altered,Male,1,Adult,1,1,0
A676916,Died,Pit Bull,Rare,Altered,Female,1,Adult,1,1,1
A689506,Adoption,Rare,Black,Altered,Male,1,Adult,1,1,0
A658878,Return to Owner,Pit Bull,Blue,Intact,Male,1,Adult,1,1,0
A747018,Return to Owner,Pit Bull,Brown,Intact,Male,1,Young,1,0,0
A703743,Return to Owner,Australian Cattle Dog,White,Altered,Male,1,Adult,1,1,0
A781077,Return to Owner,German Shepherd,Black,Intact,Female,1,Young,1,1,0
A754878,Adoption,Chihuahua Shorthair,White,Altered,Female,1,Adult,1,1,0
A710004,Adoption,Rare,Tan,Altered,Female,1,Young,0,1,1
A689177,Adoption,Rare,Brown,Altered,Male,0,Adult,1,0,0
A740098,Transfer,Chihuahua Shorthair,Black,Intact,Male,1,Young,1,1,1
A698830,Return to Owner,Rare,Black,Altered,Male,1,Adult,1,1,0
A642590,Adoption,Rare,Brown,Altered,Female,1,Adult,1,1,0
A757633,Transfer,Rare,Brown,Altered,Female,1,Young,1,1,0
A724345,Transfer,German Shepherd,Black,Intact,Female,1,Young,1,1,0
A733811,Adoption,Rare,Black,Intact,Female,1,Young,1,1,0
A766071,Adoption,Labrador Retriever,Brown Brindle,Altered,Male,0,Young,1,1,0
A688678,Adoption,Pit Bull,Black,Altered,Female,1,Adult,1,1,0
A775060,Adoption,Chihuahua Shorthair,Tricolor,Altered,Female,0,Young,1,1,0
A671716,Adoption,Australian Cattle Dog,Black,Altered,Male,1,Adult,1,1,0
A660458,Adoption,Rare,White,Altered,Male,1,Adult,1,1,1
A754489,Adoption,Rare,Black,Altered,Male,0,Young,1,0,0
A695533,Adoption,Pit Bull,Brown Brindle,Altered,Female,1,Adult,1,0,1
A592671,Adoption,Rare,Rare,Altered,Male,1,Adult,1,0,0
A700057,Transfer,Rare,Brown,Altered,Female,1,Adult,1,1,1
A707192,Adoption,Rare,Black,Intact,Female,1,Young,1,1,0
A763085,Transfer,Pit Bull,White,Altered,Male,1,Young,1,1,1
A755892,Transfer,Rare,Tricolor,Altered,Female,1,Young,1,0,0
A753404,Return to Owner,Pit Bull,Black,Altered,Male,1,Young,1,1,0
A719841,Transfer,Pit Bull,Brown Brindle,Altered,Female,1,Adult,1,0,1
A709297,Adoption,German Shepherd,Black,Altered,Male,1,Adult,1,1,0
A773253,Transfer,Pit Bull,White,Altered,Female,1,Young,1,1,0
A568219,Died,Labrador Retriever,Tricolor,Altered,Male,1,Adult,1,0,0
A663887,Died,Pit Bull,Red,Altered,Male,1,Adult,1,1,0
A720035,Return to Owner,Pit Bull,Rare,Intact,Male,1,Adult,1,1,0
A760786,Transfer,Rare,Tan,Altered,Female,1,Adult,0,1,0
A774766,Return to Owner,Pit Bull,Black,Intact,Male,1,Young,1,1,0
A681642,Adoption,Chihuahua Shorthair,Rare,Altered,Female,1,Adult,1,1,0
A746866,Return to Owner,Labrador Retriever,Rare,Altered,Female,1,Young,1,0,0
A676372,Return to Owner,Rare,Tricolor,Altered,Female,1,Adult,1,0,0
A674245,Adoption,Labrador Retriever,Rare,Altered,Male,1,Adult,1,0,1
A770301,Adoption,Rare,Brown Brindle,Altered,Male,1,Young,1,1,0
A771105,Return to Owner,Rare,Black,Altered,Female,1,Adult,1,1,0
A770751,Adoption,Chihuahua Shorthair,White,Altered,Male,1,Young,1,1,0
A736608,Transfer,Rare,Black,Altered,Female,1,Young,1,1,1
A720905,Return to Owner,Rare,Tricolor,Altered,Male,1,Young,1,0,0
A786247,Return to Owner,Rare,Black,Altered,Male,1,Senior,0,1,0
A744925,Transfer,Rare,Rare,Altered,Female,1,Adult,1,1,1
A688064,Transfer,Rare,Rare,Altered,Male,1,Adult,1,1,0
A754710,Adoption,Chihuahua Shorthair,Black,Altered,Female,1,Adult,1,1,0
A725544,Transfer,Rare,Red,Altered,Female,1,Young,1,0,0
A737080,Adoption,Rare,Black,Altered,Female,1,Adult,1,0,0
A768365,Died,Rare,White,Altered,Male,1,Young,1,1,0
A687095,Adoption,Labrador Retriever,Tricolor,Altered,Female,0,Adult,1,0,0
A785439,Adoption,Rare,White,Altered,Female,0,Young,1,1,0
A704421,Died,Pit Bull,Brown,Altered,Male,1,Adult,1,1,0
A694840,Transfer,Rare,White,Intact,Male,0,Young,1,1,0
A741426,Adoption,Rare,Rare,Altered,Male,1,Young,1,1,1
A752074,Adoption,Pit Bull,Brown Brindle,Altered,Male,1,Young,1,0,0
A781874,Transfer,Rare,Rare,Intact,Male,1,Young,1,1,0
A680063,Adoption,Rare,Rare,Altered,Male,1,Adult,1,1,0
A762784,Adoption,Rare,Black,Altered,Female,1,Adult,1,1,1
A777973,Transfer,Chihuahua Shorthair,Black,Altered,Male,0,Young,1,1,0
A771254,Adoption,Rare,Brown,Altered,Male,1,Young,1,0,1
A682606,Adoption,Labrador Retriever,Rare,Altered,Male,1,Adult,1,1,0
A750082,Adoption,Chihuahua Shorthair,White,Altered,Female,0,Young,1,1,0
A756897,Adoption,Chihuahua Shorthair,White,Altered,Female,0,Young,1,1,0
A687096,Transfer,Labrador Retriever,Red,Altered,Female,1,Adult,1,0,0
A708930,Adoption,Rare,White,Altered,Male,1,Adult,1,0,1
A690749,Transfer,Rare,Black,Intact,Female,1,Adult,1,1,1
A771399,Adoption,Pit Bull,White,Altered,Female,1,Adult,1,1,1
A768797,Adoption,Pit Bull,White,Altered,Female,1,Young,1,0,1
A672177,Adoption,Chihuahua Shorthair,Black,Altered,Male,1,Adult,1,0,0
A692909,Died,Pit Bull,Brown,Altered,Female,1,Adult,1,0,0
A775647,Adoption,Rare,Tan,Altered,Female,1,Young,1,0,1
A674112,Adoption,Australian Cattle Dog,Rare,Altered,Female,1,Adult,0,1,1
A731810,Adoption,Rare,White,Altered,Female,1,Young,1,0,0
A693722,Adoption,Pit Bull,Black,Altered,Female,1,Adult,1,1,1
A745276,Adoption,German Shepherd,Rare,Altered,Male,0,Young,1,0,0
A784313,Adoption,German Shepherd,Tan,Altered,Male,1,Young,1,0,0
A543178,Died,Labrador Retriever,Brown,Altered,Male,1,Senior,1,1,0
A718710,Transfer,Rare,Black,Intact,Male,1,Adult,1,1,0
A723950,Return to Owner,Rare,Black,Altered,Male,1,Adult,1,0,0
A706960,Adoption,Chihuahua Shorthair,Black,Altered,Female,1,Adult,1,1,1
A668767,Return to Owner,German Shepherd,Black,Intact,Male,1,Adult,1,1,0
A754983,Died,Rare,Black,Altered,Female,1,Young,1,0,0
A712121,Adoption,Labrador Retriever,Brown Brindle,Altered,Male,1,Adult,1,1,1
A769095,Adoption,German Shepherd,Brown,Altered,Male,1,Young,0,1,0
A758017,Adoption,Rare,Tan,Altered,Male,1,Young,1,1,0
A688332,Transfer,Rare,White,Altered,Female,1,Senior,1,1,1
A741551,Died,Rare,Tan,Intact,Male,0,Young,1,1,0
A721379,Transfer,Chihuahua Shorthair,Tan,Altered,Female,1,Adult,1,0,0
A693455,Adoption,Rare,Tan,Altered,Male,0,Adult,1,1,0
A780308,Transfer,Rare,Brown,Altered,Male,1,Young,1,1,0
A730223,Adoption,Chihuahua Shorthair,White,Altered,Male,1,Adult,1,1,1
A665219,Adoption,Rare,Tricolor,Altered,Male,1,Adult,1,0,0
A764101,Adoption,Labrador Retriever,Black,Altered,Male,1,Senior,1,1,0
A737804,Transfer,Rare,Black,Intact,Male,1,Senior,1,0,0
A696446,Transfer,Chihuahua Shorthair,Brown,Intact,Female,0,Adult,1,1,0
A702952,Adoption,Labrador Retriever,Black,Altered,Male,0,Young,1,0,0
A668137,Adoption,German Shepherd,Black,Altered,Male,1,Adult,1,1,1
A683424,Return to Owner,Rare,Red,Altered,Male,1,Senior,1,1,0
A670203,Return to Owner,Rare,Rare,Altered,Female,1,Adult,1,1,0
A681283,Adoption,Rare,Brown,Altered,Male,0,Adult,1,0,0
A719194,Transfer,Rare,Tricolor,Altered,Female,1,Adult,1,0,0
A611032,Return to Owner,Rare,Tricolor,Intact,Male,1,Senior,0,0,0
A746985,Return to Owner,Chihuahua Shorthair,Tan,Altered,Male,1,Young,1,0,0
A685563,Adoption,Rare,Rare,Altered,Male,1,Adult,1,0,0
A655505,Adoption,Pit Bull,Blue,Altered,Female,1,Adult,0,1,0
A766932,Transfer,Rare,Rare,Altered,Male,1,Young,1,1,0
A668064,Adoption,Pit Bull,Brown,Altered,Female,1,Adult,1,1,1
A784915,Adoption,Chihuahua Shorthair,Brown,Altered,Female,1,Young,1,1,0
A722878,Transfer,Rare,Black,Altered,Female,0,Young,1,1,0
A760174,Transfer,Pit Bull,White,Altered,Female,1,Young,1,1,0
A722704,Adoption,Pit Bull,Rare,Altered,Male,1,Young,1,1,0
A683572,Return to Owner,Rare,Tan,Altered,Male,1,Senior,1,1,0
A642720,Return to Owner,Rare,Rare,Altered,Male,1,Adult,0,0,0
A759221,Adoption,Labrador Retriever,Black,Altered,Female,0,Young,1,0,0
A719238,Adoption,Rare,White,Altered,Female,1,Young,1,1,1
A734582,Adoption,Rare,Tan,Altered,Male,0,Adult,1,0,0
A685502,Adoption,Rare,Tricolor,Altered,Female,1,Adult,1,0,0
A692864,Return to Owner,Rare,Brown,Altered,Female,1,Adult,1,1,0
A723045,Return to Owner,Chihuahua Shorthair,Tan,Altered,Male,1,Young,1,1,0
A741074,Adoption,Rare,Black,Altered,Female,1,Young,1,1,0
A769685,Adoption,Pit Bull,Brown,Altered,Male,1,Young,1,0,1
A727304,Return to Owner,Rare,Tricolor,Altered,Male,1,Young,1,0,0
A772297,Adoption,Rare,Rare,Altered,Male,1,Young,1,1,0
A665916,Transfer,Chihuahua Shorthair,Tan,Intact,Male,1,Adult,1,1,1
A786753,Adoption,Rare,Rare,Altered,Female,0,Young,1,1,0
A750492,Transfer,Chihuahua Shorthair,Black,Altered,Male,1,Young,1,1,1
A741975,Return to Owner,Rare,Brown,Altered,Male,1,Young,1,1,0
A666288,Adoption,Rare,Black,Altered,Female,1,Adult,1,1,0
A786317,Adoption,Australian Cattle Dog,Tan,Altered,Male,1,Young,1,1,0
A728555,Return to Owner,Labrador Retriever,Rare,Altered,Female,1,Young,1,0,0
A375393,Return to Owner,Rare,White,Altered,Male,1,Senior,0,1,0
A738174,Adoption,Rare,White,Altered,Male,0,Young,1,0,0
A765766,Transfer,Labrador Retriever,Rare,Altered,Female,1,Young,1,0,1
A775250,Return to Owner,Rare,Black,Altered,Male,1,Young,1,1,1
A701133,Return to Owner,Rare,Black,Altered,Male,1,Adult,1,1,0
A456857,Return to Owner,Rare,Black,Altered,Female,1,Senior,1,1,0
A687266,Adoption,Chihuahua Shorthair,Tan,Altered,Female,1,Adult,1,1,0
A782085,Adoption,Rare,Brown,Altered,Female,1,Young,1,1,0
A763903,Adoption,Rare,Brown Brindle,Altered,Female,1,Young,1,1,0
A682375,Adoption,Chihuahua Shorthair,Tan,Altered,Female,1,Adult,1,0,0
A715260,Return to Owner,Labrador Retriever,Black,Intact,Female,1,Adult,1,0,0
A708042,Died,Pit Bull,White,Altered,Female,1,Adult,1,1,1
A775927,Transfer,Rare,White,Altered,Male,0,Adult,1,0,0
A723034,Adoption,Chihuahua Shorthair,Rare,Intact,Male,1,Adult,1,1,0
A773808,Return to Owner,Pit Bull,White,Intact,Male,1,Young,1,1,0
A782959,Transfer,Chihuahua Shorthair,White,Intact,Female,0,Senior,1,1,0
A743103,Adoption,Rare,Tan,Altered,Female,1,Young,1,1,1
A755136,Adoption,Rare,Rare,Altered,Female,1,Young,1,1,1
A699618,Return to Owner,Pit Bull,Tan,Altered,Male,1,Adult,1,1,0
A709114,Return to Owner,Pit Bull,Black,Altered,Female,1,Adult,1,1,0
A772972,Adoption,Chihuahua Shorthair,Tan,Altered,Female,1,Young,1,0,0
A679147,Return to Owner,Rare,Black,Intact,Male,1,Adult,1,1,0
A717841,Transfer,Pit Bull,Tan,Intact,Male,1,Young,1,1,0
A701765,Adoption,Rare,White,Altered,Female,1,Adult,1,0,0
A679156,Adoption,Labrador Retriever,White,Altered,Female,0,Adult,1,0,0
A723763,Adoption,German Shepherd,Black,Altered,Female,1,Young,1,1,0
A662953,Adoption,Rare,Tricolor,Altered,Male,1,Adult,1,0,0
A767786,Adoption,Labrador Retriever,Black,Altered,Male,0,Young,1,1,0
A729098,Transfer,Rare,White,Intact,Male,1,Young,1,1,0
A722495,Adoption,Chihuahua Shorthair,Tan,Altered,Male,1,Adult,1,1,0
A701979,Adoption,Labrador Retriever,Tan,Altered,Female,1,Senior,1,0,0
A678130,Adoption,Rare,Tan,Altered,Female,1,Senior,1,1,1
A711571,Return to Owner,Rare,Black,Altered,Male,1,Adult,1,1,0
A732035,Return to Owner,German Shepherd,Brown,Altered,Female,1,Adult,1,1,0
A501193,Return to Owner,Chihuahua Shorthair,Tan,Altered,Male,1,Senior,1,1,0
A775925,Adoption,Rare,Rare,Altered,Male,0,Young,1,1,0
A672150,Return to Owner,Chihuahua Shorthair,Black,Altered,Female,1,Adult,1,1,0
A707140,Transfer,Rare,Tan,Intact,Female,1,Young,1,1,1
A701228,Adoption,Labrador Retriever,Rare,Altered,Male,1,Adult,1,0,0
A694196,Transfer,Rare,Tricolor,Intact,Male,1,Adult,1,0,1
A775623,Transfer,Rare,White,Intact,Female,0,Young,1,1,0
A692965,Adoption,Labrador Retriever,White,Altered,Male,0,Adult,1,1,0
A664824,Adoption,German Shepherd,Black,Altered,Female,1,Senior,1,0,0
A678516,Transfer,Chihuahua Shorthair,Black,Altered,Female,0,Senior,1,1,0
A728783,Transfer,Rare,Tan,Intact,Female,0,Young,1,1,0
A755321,Adoption,German Shepherd,Brown,Altered,Female,1,Young,0,1,1
A753228,Transfer,Rare,Tan,Intact,Female,1,Adult,0,0,0
A777374,Return to Owner,Rare,Black,Altered,Female,1,Adult,1,0,0
A620803,Return to Owner,Rare,White,Altered,Female,1,Adult,1,1,0
A754720,Adoption,Rare,Black,Altered,Female,1,Young,1,1,0
A764807,Adoption,Labrador Retriever,Rare,Altered,Female,1,Young,1,0,0
A689697,Return to Owner,Labrador Retriever,Black,Altered,Male,1,Adult,1,1,0
A765299,Transfer,Rare,Black,Altered,Male,0,Young,1,1,0
A748515,Adoption,Rare,Tan,Altered,Male,1,Young,1,1,0
A766191,Adoption,Rare,White,Altered,Male,0,Young,1,1,0
A743222,Transfer,Chihuahua Shorthair,Brown,Altered,Male,1,Young,1,1,0
A756903,Transfer,Rare,White,Intact,Female,0,Adult,1,0,0
A769435,Return to Owner,Rare,Black,Intact,Female,1,Adult,1,1,0
A703252,Transfer,Chihuahua Shorthair,Brown,Altered,Male,1,Adult,1,0,0
A726239,Adoption,Chihuahua Shorthair,Black,Altered,Male,1,Young,1,1,1
A724643,Adoption,Rare,Black,Intact,Male,1,Young,0,1,0
A725638,Return to Owner,Labrador Retriever,Brown,Altered,Female,1,Adult,1,0,0
A783576,Transfer,Chihuahua Shorthair,Black,Altered,Male,1,Adult,1,0,0
A782106,Adoption,Labrador Retriever,Black,Altered,Female,1,Young,1,1,1
A669953,Adoption,Pit Bull,Rare,Altered,Female,0,Adult,1,1,0
A758462,Transfer,Rare,White,Altered,Male,1,Young,1,1,1
A737727,Return to Owner,Chihuahua Shorthair,Tricolor,Altered,Male,1,Senior,1,0,0
A744922,Adoption,Labrador Retriever,Black,Altered,Male,0,Young,1,0,0
A779219,Transfer,German Shepherd,Brown,Intact,Male,1,Young,1,1,0
A769560,Adoption,Chihuahua Shorthair,Tan,Altered,Male,1,Adult,1,0,0
A783810,Adoption,Rare,White,Altered,Female,1,Young,1,1,0
A692513,Transfer,Pit Bull,Brown,Intact,Male,0,Adult,1,1,0
A743714,Return to Owner,Rare,Black,Altered,Male,1,Adult,0,1,0
A674327,Adoption,Pit Bull,Brown Brindle,Altered,Female,1,Adult,1,1,0
A736161,Transfer,Pit Bull,Brown,Intact,Female,0,Young,1,0,0
A743851,Adoption,Chihuahua Shorthair,Black,Altered,Female,1,Young,1,0,0
A694812,Return to Owner,Rare,Black,Altered,Female,1,Adult,1,0,0
A696635,Transfer,Chihuahua Shorthair,Brown Brindle,Altered,Female,1,Adult,1,0,0
A716370,Adoption,Rare,Rare,Altered,Male,1,Young,1,1,0
A689239,Transfer,Labrador Retriever,Rare,Unknown,Unknown,0,Adult,1,0,0
A669415,Adoption,Chihuahua Shorthair,Brown,Altered,Male,0,Adult,1,1,0
A735248,Adoption,Chihuahua Shorthair,Black,Altered,Female,0,Young,1,0,0
A738976,Return to Owner,Rare,White,Intact,Male,1,Young,1,1,0
A669978,Return to Owner,Rare,Red,Altered,Male,1,Adult,1,0,0
A757391,Return to Owner,Chihuahua Shorthair,Tan,Intact,Male,1,Young,1,0,0
A218624,Died,Rare,Rare,Altered,Male,1,Senior,0,1,0
A662329,Adoption,Pit Bull,White,Altered,Male,1,Adult,1,1,1
A772401,Transfer,Chihuahua Shorthair,Red,Intact,Male,1,Young,1,1,1
A718223,Return to Owner,Rare,White,Altered,Male,1,Young,1,1,0
A640464,Return to Owner,Australian Cattle Dog,Red,Altered,Male,1,Adult,0,1,0
A714206,Adoption,Chihuahua Shorthair,Black,Altered,Male,1,Adult,1,1,1
A697282,Adoption,Labrador Retriever,Black,Altered,Male,1,Adult,1,1,0
A686179,Transfer,Chihuahua Shorthair,White,Intact,Female,1,Adult,1,1,0
A762295,Return to Owner,Rare,White,Altered,Male,1,Young,1,0,0
A672411,Transfer,Labrador Retriever,Black,Intact,Female,1,Adult,1,0,0
A729918,Return to Owner,Chihuahua Shorthair,Black,Altered,Female,1,Young,1,1,0
A704935,Died,Labrador Retriever,Black,Intact,Female,0,Senior,1,0,0
A737956,Transfer,Rare,Tan,Intact,Female,0,Young,1,1,0
A677004,Adoption,Chihuahua Shorthair,Black,Altered,Female,1,Senior,1,1,0
A735189,Transfer,Chihuahua Shorthair,Tan,Altered,Male,1,Adult,1,1,1
A768569,Return to Owner,Chihuahua Shorthair,Brown,Altered,Male,1,Young,1,1,0
A672327,Return to Owner,Rare,White,Altered,Female,1,Senior,1,0,0
A727597,Adoption,Labrador Retriever,Tan,Altered,Female,1,Adult,1,1,1
A682365,Adoption,Rare,Tan,Altered,Female,0,Adult,1,1,0
A690186,Adoption,Rare,White,Altered,Male,1,Adult,1,0,0
A762224,Return to Owner,Rare,Black,Unknown,Unknown,1,Young,1,1,0
A686785,Transfer,Rare,Black,Intact,Male,1,Adult,1,1,1
A744193,Return to Owner,Rare,Tan,Intact,Male,1,Young,1,1,0
A745520,Adoption,Rare,Black,Altered,Female,1,Adult,1,1,0
A646252,Return to Owner,Rare,Brown,Altered,Male,1,Adult,0,1,0
A765820,Transfer,Rare,White,Altered,Male,0,Adult,1,0,0
A664804,Return to Owner,Chihuahua Shorthair,Tan,Altered,Female,1,Adult,1,0,0
A665350,Adoption,Rare,White,Altered,Female,1,Adult,1,1,0
A683259,Died,Labrador Retriever,Black,Intact,Female,1,Senior,1,1,0
A787586,Adoption,Labrador Retriever,Black,Altered,Female,1,Young,1,1,0
A764170,Return to Owner,Rare,White,Altered,Male,1,Senior,1,1,0
A717006,Transfer,Rare,Brown Brindle,Altered,Male,0,Young,1,1,0
A703634,Transfer,Pit Bull,Blue,Intact,Male,0,Young,1,1,0
A662398,Adoption,Rare,Tan,Altered,Male,1,Adult,1,1,0
A685838,Return to Owner,Pit Bull,Blue,Altered,Male,1,Adult,1,1,0
A769989,Return to Owner,Rare,Brown,Altered,Female,1,Young,1,1,0
A727510,Adoption,Rare,Black,Altered,Male,1,Adult,1,1,1
A781848,Transfer,Labrador Retriever,Black,Intact,Male,0,Young,1,1,0
A785509,Return to Owner,Rare,Rare,Altered,Male,1,Young,1,0,0
A760060,Adoption,Australian Cattle Dog,Black,Altered,Male,1,Young,1,0,0
A670923,Died,Pit Bull,Brown Brindle,Altered,Female,1,Adult,1,0,0
A663890,Transfer,Rare,Tricolor,Altered,Female,0,Adult,0,0,0
A770304,Return to Owner,Rare,Tricolor,Altered,Female,1,Young,1,0,0
A739315,Return to Owner,Rare,Tricolor,Intact,Male,1,Adult,1,0,0
A773689,Adoption,Rare,Black,Altered,Male,0,Young,1,1,0
A677326,Return to Owner,German Shepherd,Rare,Altered,Male,1,Adult,1,0,0
A711641,Adoption,Rare,Tricolor,Altered,Male,1,Young,1,0,0
A774502,Transfer,Rare,Brown,Intact,Female,1,Young,1,1,1
A742377,Adoption,Labrador Retriever,Black,Altered,Female,1,Young,1,0,1
A702490,Return to Owner,Rare,Red,Altered,Female,1,Adult,1,1,0
A584553,Transfer,Rare,Brown,Altered,Male,1,Adult,1,1,0
A691975,Return to Owner,Rare,White,Altered,Female,1,Adult,1,0,0
A749832,Adoption,Rare,Black,Altered,Male,0,Young,1,1,0
A737337,Return to Owner,Rare,Red,Altered,Female,1,Senior,1,0,0
A735606,Adoption,Chihuahua Shorthair,Black,Altered,Male,1,Adult,1,1,1
A759969,Adoption,Rare,Tan,Altered,Male,1,Young,1,1,0
A754957,Adoption,Rare,Black,Altered,Female,1,Young,0,1,0
A779762,Return to Owner,Pit Bull,Blue,Intact,Male,1,Young,1,1,0
A729127,Adoption,Rare,Red,Altered,Female,1,Young,1,0,0
A675002,Transfer,Pit Bull,Blue,Altered,Female,1,Adult,1,1,1
A724700,Adoption,Pit Bull,White,Altered,Male,1,Adult,1,0,1
A667788,Return to Owner,Chihuahua Shorthair,White,Altered,Female,1,Adult,1,1,0
A713293,Adoption,Labrador Retriever,Black,Altered,Male,1,Adult,1,1,0
A700330,Adoption,Pit Bull,Blue,Altered,Male,1,Adult,1,1,1
A736420,Adoption,Pit Bull,White,Altered,Female,1,Young,1,0,1
A551642,Return to Owner,Rare,White,Altered,Female,1,Adult,1,1,0
A688163,Transfer,Rare,Brown,Altered,Female,0,Adult,1,1,0
A664354,Adoption,Rare,Red,Altered,Male,1,Adult,1,1,0
A680310,Adoption,Rare,Rare,Altered,Male,1,Adult,1,1,1
A710731,Adoption,Pit Bull,White,Altered,Male,1,Young,1,1,1
A729287,Adoption,Pit Bull,Blue,Altered,Male,1,Young,1,1,0
A681025,Adoption,Chihuahua Shorthair,Red,Altered,Female,1,Adult,1,1,1
A732965,Adoption,Chihuahua Shorthair,Black,Altered,Male,0,Adult,1,1,0
A680266,Transfer,Rare,Tricolor,Intact,Male,0,Adult,0,0,0
A772177,Adoption,Chihuahua Shorthair,Rare,Altered,Female,0,Young,1,1,0
A748518,Return to Owner,Rare,Brown,Altered,Female,1,Adult,1,1,0
A722782,Adoption,Pit Bull,Rare,Altered,Female,1,Young,1,1,0
