Animal ID,Outcome Type,Breed,Color,Altered,Sex,HasName,AgeRange,MixedBreed,MixedColor,StrayHold
A734540,Adoption,German Shepherd,Rare,Altered,Male,0,Young,1,0,0
A781934,Adoption,Australian Cattle Dog,White,Intact,Female,1,Young,1,1,1
A710932,Return to Owner,Chihuahua Shorthair,Tricolor,Intact,Male,1,Adult,1,0,0
A704514,Adoption,Labrador Retriever,Black,Altered,Female,1,Adult,1,1,1
A783997,Adoption,Rare,Tan,Altered,Male,1,Young,1,0,0
A758963,Transfer,Chihuahua Shorthair,White,Altered,Female,1,Young,1,1,1
A671586,Adoption,Rare,Brown,Altered,Male,1,Adult,0,0,0
A674513,Return to Owner,Labrador Retriever,Black,Altered,Female,1,Adult,1,0,0
A762437,Adoption,Labrador Retriever,Black,Altered,Female,1,Young,1,1,1
A722514,Adoption,Chihuahua Shorthair,White,Altered,Female,1,Adult,1,1,1
A665636,Transfer,Rare,Red,Intact,Female,0,Adult,1,1,0
A362707,Adoption,Labrador Retriever,Black,Altered,Female,1,Senior,1,0,0
A764193,Adoption,Pit Bull,Brown Brindle,Altered,Female,1,Young,1,1,1
A660946,Return to Owner,German Shepherd,Black,Altered,Female,1,Adult,1,1,0
A693938,Return to Owner,Rare,Tan,Altered,Male,1,Adult,1,1,0
A747790,Adoption,Rare,White,Altered,Male,0,Adult,0,0,0
A687951,Transfer,Labrador Retriever,Black,Altered,Female,1,Senior,1,0,0
A718822,Adoption,Rare,Rare,Altered,Female,1,Adult,1,1,1
A724124,Adoption,Australian Cattle Dog,Red,Altered,Male,1,Young,1,1,0
A701144,Adoption,Rare,Black,Altered,Female,1,Adult,1,1,1
A762863,Adoption,Australian Cattle Dog,Black,Altered,Male,1,Adult,1,1,1
A679652,Transfer,Rare,Brown,Altered,Male,1,Adult,1,1,1
A704871,Return to Owner,Pit Bull,White,Altered,Male,1,Adult,1,1,0
A732959,Adoption,Pit Bull,Brown Brindle,Altered,Female,1,Senior,1,1,1
A776223,Adoption,Rare,Black,Altered,Female,1,Adult,1,1,0
A732648,Transfer,Rare,Tan,Intact,Male,1,Adult,1,1,1
A714282,Transfer,Labrador Retriever,Tan,Altered,Female,1,Adult,1,0,0
A602764,Return to Owner,Pit Bull,White,Altered,Male,1,Adult,1,1,0
A719596,Adoption,Rare,Black,Altered,Male,1,Young,1,1,0
A663365,Adoption,Rare,White,Altered,Male,1,Adult,0,0,0
A698184,Transfer,Pit Bull,Blue,Altered,Female,1,Adult,1,1,1
A738656,Adoption,Pit Bull,Black,Altered,Female,1,Adult,1,1,0
A704188,Adoption,Labrador Retriever,Black,Altered,Female,1,Young,1,1,1
A705867,Return to Owner,Rare,White,Altered,Female,1,Adult,1,0,0
A726274,Return to Owner,Rare,Brown,Intact,Male,1,Adult,1,1,0
A565694,Return to Owner,Rare,Tan,Altered,Male,1,Adult,1,0,0
A752755,Return to Owner,Rare,Blue,Altered,Female,1,Senior,0,0,0
A759887,Adoption,Labrador Retriever,Black,Altered,Female,0,Young,1,1,0
A667861,Adoption,Rare,Rare,Altered,Male,1,Adult,1,1,0
A649300,Adoption,Rare,Blue,Altered,Female,1,Senior,1,1,0
A671001,Transfer,Chihuahua Shorthair,Brown,Intact,Female,0,Adult,1,1,0
A700633,Adoption,Rare,Black,Altered,Female,1,Adult,1,0,1
A739432,Return to Owner,Australian Cattle Dog,Tan,Intact,Female,1,Young,1,1,0
A714569,Adoption,Australian Cattle Dog,Brown Brindle,Altered,Male,0,Young,1,1,0
A736416,Return to Owner,Rare,Tan,Altered,Male,1,Adult,1,1,0
A693076,Adoption,Rare,Tricolor,Altered,Male,0,Adult,1,0,0
A785771,Adoption,Rare,Red,Intact,Male,1,Young,1,1,1
A684531,Transfer,Rare,White,Intact,Male,0,Adult,1,1,0
A733705,Return to Owner,Pit Bull,Brown Brindle,Altered,Female,1,Adult,1,1,0
A740306,Adoption,Pit Bull,Blue,Altered,Male,1,Young,1,1,0
A728333,Return to Owner,Chihuahua Shorthair,Brown,Altered,Female,1,Senior,1,1,0
A430709,Return to Owner,Pit Bull,Black,Altered,Male,1,Senior,1,1,0
A700848,Adoption,Chihuahua Shorthair,Black,Altered,Female,1,Adult,1,1,0
A528524,Adoption,Rare,Red,Altered,Male,1,Senior,1,1,0
A720014,Transfer,Rare,Tan,Intact,Male,1,Young,1,1,1
A705925,Adoption,Chihuahua Shorthair,Brown,Altered,Male,1,Senior,1,1,1
A780743,Adoption,Rare,Rare,Altered,Male,1,Young,1,1,0
A699107,Adoption,Chihuahua Shorthair,Rare,Altered,Male,1,Adult,1,1,1
A776257,Adoption,German Shepherd,Brown,Altered,Male,0,Young,1,0,0
A685822,Died,Pit Bull,White,Intact,Female,0,Adult,1,1,0
A717242,Adoption,Rare,Black,Altered,Female,1,Senior,1,0,0
A703323,Return to Owner,Chihuahua Shorthair,Black,Altered,Male,1,Adult,1,1,0
A701291,Return to Owner,Labrador Retriever,Rare,Altered,Female,0,Adult,1,0,0
A688423,Adoption,Rare,White,Altered,Male,1,Adult,1,1,0
A713507,Adoption,Rare,Brown Brindle,Altered,Female,0,Young,1,0,0
A781983,Transfer,Labrador Retriever,Red,Intact,Male,1,Young,1,0,0
A755728,Return to Owner,Pit Bull,Brown Brindle,Altered,Male,1,Young,1,1,0
A670659,Transfer,Rare,Black,Intact,Male,1,Adult,1,1,1
A762724,Adoption,Rare,Black,Altered,Male,1,Senior,1,1,0
A773463,Adoption,Rare,Brown,Altered,Male,0,Young,1,1,0
A698341,Adoption,Rare,Brown,Altered,Female,1,Adult,1,0,0
A757563,Transfer,Rare,Tan,Intact,Female,1,Young,1,0,0
A749642,Adoption,Chihuahua Shorthair,Tan,Altered,Female,1,Young,1,1,0
A730840,Return to Owner,Rare,White,Altered,Male,1,Young,1,0,0
A784587,Adoption,Rare,Tan,Altered,Female,1,Young,1,1,0
A695056,Died,Pit Bull,Brown,Altered,Female,1,Adult,1,1,0
A711255,Transfer,Chihuahua Shorthair,White,Intact,Female,0,Young,1,0,0
A754580,Return to Owner,Labrador Retriever,Rare,Altered,Male,1,Adult,0,0,0
A743447,Return to Owner,Chihuahua Shorthair,Tan,Altered,Male,1,Young,1,1,0
A667948,Return to Owner,Labrador Retriever,White,Altered,Female,1,Adult,1,1,0
A737978,Adoption,Rare,Brown Brindle,Altered,Female,1,Young,1,1,0
A734720,Transfer,Pit Bull,Black,Intact,Male,1,Young,1,1,1
A774032,Return to Owner,Rare,Brown,Altered,Female,1,Young,1,1,0
A741420,Adoption,Labrador Retriever,Black,Altered,Male,1,Young,0,0,1
A682754,Adoption,Rare,Brown,Altered,Male,1,Adult,1,1,1
A725594,Adoption,Rare,White,Altered,Female,1,Adult,1,0,0
A742398,Adoption,Rare,Tan,Altered,Female,1,Young,1,0,1
A683529,Adoption,Rare,Rare,Altered,Female,0,Adult,1,1,0
A687175,Adoption,Labrador Retriever,Black,Altered,Female,1,Adult,0,1,1
A762805,Adoption,Pit Bull,White,Altered,Male,1,Young,1,1,0
A715366,Return to Owner,Labrador Retriever,Rare,Altered,Female,1,Adult,1,1,0
A663932,Return to Owner,Rare,Brown,Altered,Male,1,Adult,1,1,0
A688137,Return to Owner,Pit Bull,White,Altered,Female,1,Adult,0,1,0
A695915,Adoption,Rare,Rare,Altered,Male,1,Adult,0,0,1
A751388,Return to Owner,Rare,Black,Altered,Female,1,Adult,0,1,0
A746563,Adoption,Rare,Black,Altered,Male,1,Young,1,1,0
A503376,Died,Rare,Red,Intact,Male,1,Senior,1,1,0
A685452,Transfer,Rare,Red,Intact,Female,0,Adult,1,0,0
A733718,Adoption,German Shepherd,Black,Altered,Male,1,Young,1,1,0
A694160,Died,Chihuahua Shorthair,Tricolor,Intact,Female,1,Adult,1,0,1
A777604,Adoption,Rare,White,Altered,Male,1,Young,1,0,0
A737130,Return to Owner,Chihuahua Shorthair,Black,Altered,Male,1,Senior,1,1,0
A695479,Adoption,Labrador Retriever,Brown,Altered,Female,1,Adult,1,1,0
A670233,Transfer,Pit Bull,Blue,Intact,Male,0,Adult,1,1,0
A689028,Transfer,Chihuahua Shorthair,Rare,Altered,Male,1,Adult,0,0,0
A678247,Adoption,Rare,Black,Altered,Male,1,Adult,1,0,0
A730468,Adoption,Chihuahua Shorthair,Tricolor,Altered,Male,1,Senior,1,0,0
A628086,Return to Owner,Pit Bull,Black,Altered,Female,1,Adult,1,1,0
A675128,Adoption,German Shepherd,Brown,Altered,Male,1,Adult,1,1,0
A671685,Transfer,Pit Bull,Rare,Altered,Male,1,Adult,1,1,1
A775294,Adoption,Rare,White,Altered,Male,1,Young,0,0,0
A761452,Transfer,Rare,Black,Intact,Male,0,Young,1,1,0
A717994,Transfer,Pit Bull,White,Altered,Female,1,Adult,1,1,1
A683313,Adoption,Australian Cattle Dog,Rare,Altered,Female,1,Adult,0,0,1
A703285,Transfer,Rare,Rare,Intact,Female,0,Young,1,1,0
A733382,Adoption,Pit Bull,Blue,Altered,Male,1,Young,1,1,0
A756074,Adoption,Chihuahua Shorthair,White,Altered,Female,1,Young,1,0,0
A669153,Adoption,Rare,Tan,Altered,Male,1,Senior,1,1,1
A721626,Return to Owner,Australian Cattle Dog,Rare,Altered,Female,1,Young,1,0,0
A606735,Return to Owner,Rare,Brown Brindle,Intact,Male,1,Adult,1,1,0
A722498,Transfer,Chihuahua Shorthair,Brown,Intact,Male,1,Adult,1,1,1
A380420,Adoption,Labrador Retriever,Black,Altered,Female,1,Senior,1,1,0
A752048,Adoption,Rare,Black,Altered,Male,0,Young,1,0,0
A670664,Adoption,Pit Bull,Brown Brindle,Altered,Female,1,Adult,1,1,1
A692835,Return to Owner,Rare,Rare,Altered,Female,1,Adult,1,1,0
A728880,Transfer,Chihuahua Shorthair,Tan,Altered,Male,0,Adult,1,0,0
A766499,Adoption,Rare,White,Altered,Female,0,Young,1,1,0
A672397,Adoption,Rare,Red,Altered,Male,1,Adult,1,0,0
A782962,Transfer,Rare,White,Intact,Female,0,Young,1,1,0
A695071,Transfer,Rare,Red,Altered,Male,1,Adult,0,0,1
A785985,Return to Owner,Rare,White,Intact,Male,1,Senior,1,0,0
A756773,Return to Owner,Rare,White,Altered,Male,1,Young,0,1,0
A766182,Adoption,Rare,Tricolor,Altered,Female,0,Young,1,0,0
A785691,Adoption,Rare,White,Altered,Female,1,Young,1,1,0
A675555,Return to Owner,German Shepherd,Rare,Altered,Male,1,Adult,1,1,0
A624771,Return to Owner,Rare,Tan,Altered,Male,1,Adult,1,1,1
A751591,Adoption,Rare,Tricolor,Altered,Male,0,Young,1,0,0
A669079,Adoption,German Shepherd,Tricolor,Altered,Male,1,Senior,1,0,1
A738165,Transfer,Labrador Retriever,Black,Intact,Male,0,Adult,1,1,0
A700302,Adoption,Labrador Retriever,Red,Altered,Male,1,Adult,1,1,0
A774999,Transfer,Pit Bull,Brown,Intact,Female,0,Young,1,1,0
A698191,Return to Owner,Chihuahua Shorthair,Rare,Altered,Female,1,Adult,1,0,0
A749999,Adoption,Pit Bull,Brown Brindle,Altered,Female,1,Adult,1,1,1
A719406,Adoption,Rare,White,Altered,Female,0,Young,1,1,0
A758529,Return to Owner,Pit Bull,Blue,Altered,Male,1,Adult,1,1,0
A687877,Adoption,Labrador Retriever,Black,Altered,Male,1,Adult,1,1,0
A687223,Died,Pit Bull,Blue,Intact,Male,1,Adult,1,0,1
A741944,Transfer,Chihuahua Shorthair,Brown,Altered,Female,1,Adult,1,0,0
A668123,Adoption,Rare,Rare,Altered,Female,1,Adult,1,1,0
A692042,Return to Owner,Rare,White,Altered,Female,1,Senior,1,1,0
A719407,Transfer,Rare,White,Intact,Female,0,Young,1,1,0
A739141,Transfer,Rare,Tan,Altered,Male,1,Senior,1,1,0
A663049,Return to Owner,Australian Cattle Dog,Brown,Altered,Male,1,Adult,1,1,0
A692194,Transfer,Rare,Brown,Altered,Male,1,Adult,1,0,1
A760809,Adoption,Rare,Brown,Altered,Male,1,Young,1,0,0
A711029,Return to Owner,Australian Cattle Dog,Brown Brindle,Altered,Female,1,Adult,1,1,0
A745189,Return to Owner,Rare,White,Altered,Female,1,Senior,1,1,0
A697222,Adoption,Rare,Black,Altered,Male,1,Adult,1,1,0
A735212,Adoption,Rare,Black,Altered,Female,1,Adult,1,1,0
A770028,Adoption,Rare,White,Altered,Female,1,Young,1,1,1
A678788,Died,Pit Bull,Tan,Altered,Male,1,Senior,1,1,0
A718107,Transfer,Pit Bull,Brown Brindle,Altered,Male,1,Adult,1,1,1
A743917,Return to Owner,Rare,Tricolor,Altered,Female,1,Young,1,0,0
A721288,Adoption,Labrador Retriever,Black,Altered,Female,1,Young,1,1,0
A777874,Died,Rare,White,Altered,Male,1,Young,1,0,0
A663330,Adoption,Chihuahua Shorthair,Black,Altered,Female,1,Senior,1,1,0
A686140,Adoption,German Shepherd,Black,Altered,Female,1,Adult,1,1,1
A731881,Adoption,Rare,Tan,Altered,Male,0,Young,1,0,0
A683191,Transfer,German Shepherd,Black,Intact,Male,1,Adult,1,1,1
A770910,Adoption,German Shepherd,Brown,Altered,Female,1,Young,1,1,1
A743020,Adoption,Rare,Black,Altered,Male,1,Young,1,1,1
A684061,Return to Owner,Rare,Tricolor,Altered,Female,1,Adult,1,0,0
A695627,Return to Owner,Rare,Black,Altered,Female,1,Adult,1,1,0
A732004,Transfer,Rare,Brown,Altered,Male,1,Young,1,1,0
A665973,Adoption,Australian Cattle Dog,Black,Altered,Female,1,Adult,1,1,0
A775855,Return to Owner,Chihuahua Shorthair,Tan,Intact,Male,1,Young,1,1,0
A687555,Adoption,Rare,Rare,Altered,Female,1,Adult,1,0,0
A685791,Adoption,Rare,White,Altered,Male,1,Adult,1,1,0
A710601,Return to Owner,Labrador Retriever,Brown,Altered,Female,1,Adult,1,1,1
A699870,Died,Rare,Brown,Intact,Female,1,Adult,1,1,0
A763363,Return to Owner,Pit Bull,Tan,Intact,Female,1,Adult,1,0,0
A768889,Return to Owner,Rare,Black,Intact,Male,1,Young,1,1,0
A644226,Return to Owner,Rare,Tan,Altered,Female,0,Adult,1,1,0
A696741,Adoption,Chihuahua Shorthair,White,Altered,Male,1,Adult,1,0,0
A749986,Adoption,Pit Bull,Red,Altered,Female,1,Young,1,0,0
A704082,Died,Pit Bull,White,Intact,Female,1,Adult,1,1,0
A702388,Return to Owner,Rare,Brown,Altered,Male,1,Adult,1,1,0
A785248,Transfer,Rare,White,Intact,Female,0,Adult,1,1,0
A712095,Transfer,Pit Bull,White,Altered,Female,1,Adult,1,0,0
A694717,Adoption,Pit Bull,Blue,Altered,Female,1,Adult,0,1,0
A668528,Adoption,Chihuahua Shorthair,Brown,Altered,Female,1,Adult,0,1,1
A664746,Adoption,Chihuahua Shorthair,Tan,Altered,Male,1,Adult,1,1,0
A764064,Return to Owner,Rare,Black,Altered,Male,1,Adult,1,1,0
A763584,Adoption,Labrador Retriever,Brown,Altered,Female,0,Young,1,1,0
A749451,Adoption,Labrador Retriever,Brown Brindle,Altered,Female,0,Young,1,1,0
A671704,Return to Owner,Pit Bull,Black,Altered,Female,1,Adult,1,1,0
A764352,Return to Owner,Labrador Retriever,Tan,Altered,Female,1,Adult,1,1,0
A725680,Return to Owner,Pit Bull,White,Altered,Male,1,Young,1,1,0
A682789,Adoption,Rare,Black,Altered,Female,1,Adult,1,1,0
A691246,Adoption,German Shepherd,Brown,Altered,Male,1,Adult,1,1,1
A785314,Adoption,Chihuahua Shorthair,Tricolor,Altered,Male,0,Young,1,0,0
A690526,Return to Owner,Rare,White,Altered,Female,1,Adult,1,1,0
A663273,Died,Rare,Tan,Altered,Female,1,Adult,1,1,0
A719552,Return to Owner,German Shepherd,Tan,Altered,Female,1,Senior,1,1,0
A741183,Return to Owner,Rare,Tan,Intact,Male,1,Young,1,0,0
A776465,Adoption,Rare,Red,Altered,Female,1,Young,1,0,1
A703342,Transfer,Rare,Brown,Altered,Female,0,Adult,1,1,0
A719179,Adoption,Rare,Brown,Altered,Female,1,Young,1,1,0
A750497,Adoption,Rare,Red,Altered,Female,1,Young,1,0,0
A676738,Return to Owner,Rare,Brown,Altered,Female,1,Senior,1,0,0
A721876,Adoption,Chihuahua Shorthair,Black,Altered,Male,1,Adult,1,1,0
A754715,Adoption,Labrador Retriever,Black,Altered,Female,1,Young,1,1,0
A760015,Return to Owner,Rare,Tricolor,Altered,Male,1,Young,0,0,0
A667103,Transfer,Rare,Tricolor,Altered,Female,1,Senior,1,0,0
A781017,Return to Owner,Australian Cattle Dog,Black,Altered,Male,1,Young,1,1,0
A675302,Adoption,Rare,White,Altered,Female,0,Adult,0,0,0
A691500,Adoption,Chihuahua Shorthair,White,Altered,Male,1,Adult,1,1,0
A695728,Return to Owner,Rare,Tan,Altered,Male,0,Adult,1,1,0
A782617,Transfer,Pit Bull,Blue,Intact,Male,0,Young,1,0,0
A741797,Adoption,Rare,Black,Altered,Female,1,Young,1,1,0
A759233,Transfer,Labrador Retriever,Tan,Intact,Female,1,Young,1,1,0
A721033,Return to Owner,Rare,Tricolor,Altered,Male,1,Young,1,1,0
A644525,Transfer,Labrador Retriever,Black,Altered,Female,1,Adult,1,1,1
A769607,Adoption,Pit Bull,Brown Brindle,Altered,Male,1,Young,1,1,1
A768879,Adoption,Rare,Rare,Altered,Male,1,Young,1,1,0
A726525,Adoption,Pit Bull,Brown Brindle,Altered,Male,1,Senior,1,1,0
A720712,Adoption,Rare,White,Altered,Male,1,Senior,0,1,1
A743846,Return to Owner,Rare,White,Intact,Male,1,Adult,0,0,0
A666649,Return to Owner,Chihuahua Shorthair,White,Intact,Female,1,Adult,1,1,0
A763875,Transfer,Rare,Black,Altered,Female,1,Adult,1,1,0
A781262,Adoption,Rare,Tricolor,Altered,Female,1,Young,1,0,0
A747645,Return to Owner,German Shepherd,Black,Altered,Male,1,Young,1,0,0
A702481,Transfer,Rare,Brown,Altered,Female,1,Adult,1,1,0
A682779,Transfer,Labrador Retriever,Rare,Intact,Male,0,Adult,1,0,0
A693887,Died,German Shepherd,Black,Intact,Male,0,Adult,1,1,0
A766529,Died,Pit Bull,White,Intact,Female,1,Young,1,0,0
A762758,Return to Owner,Rare,White,Altered,Female,1,Adult,1,1,0
A776155,Adoption,Rare,Tan,Altered,Female,1,Young,1,1,0
A778158,Adoption,Rare,Brown,Altered,Male,1,Young,1,1,0
A349733,Return to Owner,Rare,Red,Altered,Female,1,Senior,1,0,0
A703766,Adoption,Rare,Tan,Altered,Male,1,Adult,1,1,1
A780225,Adoption,Rare,Brown,Altered,Male,1,Young,1,1,0
A687227,Adoption,Rare,White,Altered,Male,1,Adult,1,1,0
A772170,Return to Owner,Pit Bull,White,Altered,Female,1,Young,1,1,0
A684742,Transfer,Rare,Brown Brindle,Altered,Male,1,Adult,1,1,1
A689195,Transfer,Chihuahua Shorthair,White,Altered,Male,0,Adult,1,1,0
A651305,Return to Owner,Rare,Black,Altered,Female,1,Adult,0,1,0
A699558,Died,Pit Bull,Brown,Altered,Male,1,Adult,1,1,0
A753671,Transfer,Rare,Brown,Intact,Female,0,Young,1,0,0
A663347,Died,Pit Bull,Blue,Intact,Male,1,Senior,1,1,0
A702014,Adoption,Rare,Blue,Altered,Female,1,Adult,1,1,0
A687518,Return to Owner,Chihuahua Shorthair,Tricolor,Altered,Male,1,Adult,1,0,0
A745191,Transfer,German Shepherd,Tan,Intact,Female,1,Senior,1,0,1
A673428,Return to Owner,Rare,Tan,Altered,Male,1,Senior,1,1,0
A729156,Adoption,Rare,Rare,Altered,Male,1,Adult,1,1,0
A673732,Adoption,Rare,White,Altered,Male,1,Adult,1,0,1
A713426,Adoption,Chihuahua Shorthair,Brown Brindle,Altered,Female,1,Adult,1,0,0
A664819,Adoption,Rare,Blue,Altered,Male,1,Adult,1,1,1
A761680,Return to Owner,Labrador Retriever,Black,Altered,Male,1,Young,1,1,0
A760749,Adoption,Rare,Red,Altered,Male,1,Young,0,1,0
A693783,Transfer,Rare,Red,Altered,Male,1,Senior,1,0,0
A712143,Return to Owner,Rare,Red,Altered,Female,1,Senior,0,1,0
A665691,Adoption,Chihuahua Shorthair,Rare,Altered,Female,1,Adult,1,0,0
A688806,Return to Owner,Pit Bull,Brown Brindle,Altered,Male,1,Adult,1,1,0
A486687,Return to Owner,Labrador Retriever,Brown,Altered,Female,1,Senior,1,1,0
A781938,Died,Pit Bull,Brown,Intact,Female,1,Adult,1,0,0
A692512,Adoption,Rare,Blue,Altered,Male,1,Adult,1,1,0
A717087,Adoption,Rare,White,Altered,Female,1,Adult,1,1,0
A660046,Return to Owner,Rare,Blue,Altered,Female,1,Adult,1,1,0
A783326,Adoption,Pit Bull,Brown Brindle,Altered,Male,1,Young,1,1,0
A765646,Adoption,Australian Cattle Dog,Black,Altered,Male,1,Young,1,1,1
A676122,Died,Pit Bull,Black,Intact,Male,0,Adult,1,1,0
A781697,Return to Owner,Rare,White,Altered,Female,1,Young,0,1,0
A697015,Adoption,Rare,Black,Altered,Male,1,Adult,1,1,1
A675561,Adoption,Rare,Tricolor,Altered,Female,1,Adult,1,0,1
A780246,Adoption,Rare,Tricolor,Altered,Female,0,Young,1,0,0
A671795,Adoption,German Shepherd,Black,Altered,Female,1,Adult,1,1,1
A759952,Adoption,Labrador Retriever,Black,Altered,Female,1,Adult,1,1,0
A699101,Return to Owner,Rare,Black,Altered,Male,1,Adult,1,1,0
A740446,Transfer,Labrador Retriever,Tan,Intact,Female,1,Young,1,1,1
A714492,Adoption,Rare,Rare,Altered,Female,1,Adult,1,0,0
A666548,Adoption,Australian Cattle Dog,Rare,Altered,Male,1,Adult,1,0,0
A767601,Adoption,Chihuahua Shorthair,White,Intact,Female,1,Senior,1,1,1
A676215,Adoption,German Shepherd,Rare,Altered,Male,0,Adult,1,0,0
A688716,Return to Owner,Chihuahua Shorthair,Tan,Altered,Male,1,Adult,1,0,0
A749660,Return to Owner,Chihuahua Shorthair,Rare,Intact,Male,1,Adult,1,1,0
A696584,Adoption,Rare,Brown,Altered,Female,1,Adult,1,0,0
A782997,Return to Owner,Pit Bull,White,Intact,Female,1,Young,1,1,0
A762193,Adoption,Rare,Brown,Altered,Female,0,Young,1,0,0
A775828,Transfer,German Shepherd,Black,Altered,Female,1,Young,0,1,1
A741303,Adoption,Labrador Retriever,Brown,Altered,Male,1,Young,1,1,0
A749762,Adoption,Rare,Brown,Altered,Male,1,Young,1,0,1
A218622,Died,Rare,Rare,Altered,Male,1,Senior,0,1,0
A786969,Return to Owner,Rare,Black,Intact,Female,1,Young,1,1,0
A683576,Transfer,Chihuahua Shorthair,White,Intact,Female,1,Adult,1,0,1
A767578,Adoption,Labrador Retriever,Black,Altered,Male,1,Young,1,1,1
A528322,Adoption,Rare,Brown,Altered,Male,1,Senior,0,1,0
A733512,Adoption,German Shepherd,Black,Altered,Male,1,Young,1,1,1
A775821,Return to Owner,Rare,White,Altered,Male,1,Senior,1,0,0
A663833,Return to Owner,Labrador Retriever,Black,Altered,Female,1,Senior,1,0,0
A728774,Adoption,Rare,White,Altered,Male,0,Young,1,1,0
A686679,Transfer,Rare,White,Altered,Female,0,Adult,1,1,0
A688371,Adoption,Rare,Rare,Altered,Female,1,Senior,1,0,1
A693698,Adoption,Rare,Tricolor,Altered,Female,1,Senior,1,0,0
A678933,Adoption,Australian Cattle Dog,Tan,Altered,Female,1,Adult,1,1,1
A735445,Died,Rare,Black,Intact,Female,0,Young,1,1,0
A721443,Return to Owner,Rare,Brown,Altered,Female,1,Young,1,0,0
A720353,Adoption,Labrador Retriever,Black,Altered,Female,1,Young,1,0,0
A750943,Adoption,Pit Bull,Brown,Altered,Male,1,Young,1,1,0
A747901,Transfer,Labrador Retriever,Black,Intact,Female,1,Young,1,0,1
A776981,Transfer,Labrador Retriever,White,Altered,Male,1,Young,1,1,1
A670202,Return to Owner,Rare,Tan,Altered,Male,1,Adult,1,0,0
A711966,Adoption,Rare,Tan,Altered,Female,1,Adult,1,1,0
A766326,Return to Owner,Rare,White,Intact,Male,1,Young,1,1,0
A665228,Transfer,Labrador Retriever,Rare,Altered,Male,1,Adult,1,0,1
A663248,Adoption,Labrador Retriever,White,Altered,Female,1,Adult,1,0,0
A740150,Adoption,Australian Cattle Dog,Rare,Altered,Male,1,Young,1,1,1
A744579,Died,Rare,Tan,Altered,Female,1,Young,1,0,1
A783588,Return to Owner,Rare,Black,Intact,Male,1,Young,1,1,0
A669202,Adoption,Rare,White,Altered,Female,0,Adult,1,1,0
A747520,Adoption,German Shepherd,Black,Altered,Male,1,Young,1,1,1
A651449,Transfer,Australian Cattle Dog,Black,Altered,Male,1,Adult,1,1,0
A692187,Return to Owner,Rare,White,Altered,Female,1,Senior,1,1,0
A717303,Adoption,Pit Bull,Brown,Altered,Male,1,Adult,1,0,0
A716894,Return to Owner,Rare,Blue,Altered,Male,1,Adult,1,1,0
A615748,Died,Labrador Retriever,Black,Altered,Male,1,Adult,1,0,0
A745334,Adoption,Rare,Brown Brindle,Altered,Male,0,Young,1,0,0
A720530,Adoption,Labrador Retriever,Black,Altered,Female,1,Young,1,1,1
A757088,Adoption,Rare,Tan,Altered,Female,0,Young,1,0,0
A687859,Transfer,Rare,Black,Altered,Female,1,Adult,0,1,1
A702478,Transfer,Pit Bull,Blue,Intact,Female,0,Adult,1,1,0
A740243,Adoption,Rare,Black,Altered,Female,0,Young,1,1,0
A755684,Adoption,German Shepherd,Brown,Altered,Female,1,Young,1,1,0
A744188,Adoption,Rare,White,Altered,Female,1,Young,1,0,0
A743715,Adoption,Pit Bull,Brown Brindle,Altered,Female,1,Young,1,1,0
A623219,Return to Owner,Pit Bull,Rare,Altered,Male,1,Adult,1,1,0
A775750,Adoption,Rare,Brown,Altered,Female,0,Young,0,0,0
A700537,Adoption,Rare,Rare,Altered,Female,1,Senior,1,0,0
A665489,Adoption,Rare,Rare,Altered,Female,1,Adult,1,0,0
A713034,Transfer,Chihuahua Shorthair,Tan,Altered,Male,1,Adult,1,1,1
A738767,Adoption,Pit Bull,White,Altered,Male,1,Adult,1,0,1
A722954,Return to Owner,Rare,Tricolor,Intact,Male,1,Senior,0,0,0
A690740,Adoption,Rare,White,Altered,Male,1,Adult,1,1,0
A731730,Transfer,Australian Cattle Dog,Rare,Intact,Male,1,Young,1,1,1
A694419,Transfer,Pit Bull,Brown Brindle,Altered,Female,1,Adult,1,1,1
A692981,Adoption,Rare,White,Altered,Female,0,Adult,1,0,0
A776114,Died,Rare,Brown,Altered,Female,1,Adult,1,1,0
A719202,Adoption,Rare,Black,Altered,Female,1,Young,1,1,1
A665202,Adoption,Chihuahua Shorthair,Black,Altered,Female,1,Senior,1,1,0
A730903,Adoption,Pit Bull,Tan,Altered,Female,1,Young,1,1,0
A716018,Return to Owner,Pit Bull,Rare,Intact,Male,1,Young,1,1,0
A430671,Died,Labrador Retriever,Black,Altered,Female,0,Senior,1,1,0
A664148,Return to Owner,Chihuahua Shorthair,Brown,Unknown,Unknown,0,Adult,1,0,0
A709918,Adoption,Australian Cattle Dog,White,Altered,Female,1,Young,1,1,0
A744388,Transfer,Chihuahua Shorthair,Black,Altered,Female,1,Adult,1,0,0
A728771,Adoption,Rare,Black,Altered,Female,1,Adult,1,1,0
A727992,Adoption,Rare,Brown Brindle,Altered,Male,1,Young,1,1,1
A690808,Transfer,Chihuahua Shorthair,Rare,Intact,Male,1,Senior,1,0,1
A720806,Adoption,Labrador Retriever,Black,Altered,Male,1,Adult,1,0,1
A764087,Transfer,Pit Bull,Brown,Intact,Female,0,Young,1,1,0
A783794,Transfer,German Shepherd,Brown,Altered,Male,1,Young,1,1,1
A704957,Adoption,Labrador Retriever,Rare,Altered,Male,1,Adult,1,0,0
A718542,Adoption,Rare,Brown,Altered,Male,1,Adult,1,1,0
